,Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Unnamed: 62
398651,United States,USA,"Child employment in services, male (% of male economically active children ages 7-14)",SL.SRV.0714.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398652,United States,USA,Children (0-14) living with HIV,SH.HIV.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398653,United States,USA,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398654,United States,USA,"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398655,United States,USA,"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398656,United States,USA,"Children in employment, self-employed (% of children in employment, ages 7-14)",SL.SLF.0714.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398657,United States,USA,"Children in employment, self-employed, female (% of female children in employment, ages 7-14)",SL.SLF.0714.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398658,United States,USA,"Children in employment, self-employed, male (% of male children in employment, ages 7-14)",SL.SLF.0714.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398659,United States,USA,"Children in employment, study and work (% of children in employment, ages 7-14)",SL.TLF.0714.SW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398660,United States,USA,"Children in employment, study and work, female (% of female children in employment, ages 7-14)",SL.TLF.0714.SW.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398661,United States,USA,"Children in employment, study and work, male (% of male children in employment, ages 7-14)",SL.TLF.0714.SW.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398662,United States,USA,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398663,United States,USA,"Children in employment, unpaid family workers (% of children in employment, ages 7-14)",SL.FAM.0714.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398664,United States,USA,"Children in employment, unpaid family workers, female (% of female children in employment, ages 7-14)",SL.FAM.0714.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398665,United States,USA,"Children in employment, unpaid family workers, male (% of male children in employment, ages 7-14)",SL.FAM.0714.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398666,United States,USA,"Children in employment, wage workers (% of children in employment, ages 7-14)",SL.WAG.0714.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398667,United States,USA,"Children in employment, wage workers, female (% of female children in employment, ages 7-14)",SL.WAG.0714.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398668,United States,USA,"Children in employment, wage workers, male (% of male children in employment, ages 7-14)",SL.WAG.0714.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398669,United States,USA,"Children in employment, work only (% of children in employment, ages 7-14)",SL.TLF.0714.WK.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398670,United States,USA,"Children in employment, work only, female (% of female children in employment, ages 7-14)",SL.TLF.0714.WK.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398671,United States,USA,"Children in employment, work only, male (% of male children in employment, ages 7-14)",SL.TLF.0714.WK.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398672,United States,USA,Children out of school (% of primary school age),SE.PRM.UNER.ZS,,,,,,,,,,,,,,,,18.7199306488037,,,,,,,,,,,6.73234987258911,5.04912996292114,,,1.9512799978256201,1.9979100227356001,,3.9555599689483603,4.33759021759033,2.9591300487518297,3.53712010383606,,,2.48610997200012,2.38313007354736,2.6884799003601096,3.9967401027679403,4.46476984024048,5.56374979019165,4.725669860839839,3.74710011482239,2.82771992683411,2.51425004005432,3.96869993209839,5.20417976379395,6.05535984039307,5.890629768371579,6.17416000366211,5.96546983718872,5.543950080871579,,,
398673,United States,USA,"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,5.645269870758059,3.9296200275421103,,,1.3545999526977501,1.76735997200012,,3.96562004089355,3.96424007415771,2.8124799728393595,3.21493005752563,,,2.20895004272461,2.2632200717926003,1.96217000484467,3.2078199386596697,3.82903003692627,4.8561501502990705,4.0054001808166495,2.7424499988555895,2.14455008506775,2.05657005310059,2.9026401042938197,4.86182022094727,5.32542991638184,5.89609003067017,6.182260036468509,5.56794023513794,5.23445987701416,,,
398674,United States,USA,"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,7.75194978713989,6.10010004043579,,,2.5167899131774902,2.21719002723694,,3.94596004486084,4.69426012039185,3.0990800857543905,3.8440101146698,,,2.74938011169434,2.49709010124207,3.37913990020752,4.7464299201965305,5.0689201354980495,6.23656988143921,5.41112995147705,4.70416021347046,3.47859001159668,2.95057010650635,4.98601007461548,5.53125,6.7535099983215305,5.8853898048400906,6.16638994216919,6.347209930419919,5.84118986129761,,,
398675,United States,USA,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,4324144.0,,,,,,,,,,,1363395.0,1031354.0,,,413386.0,429154.0,,882692.0,982826.0,678640.0,818459.0,,,598595.0,580495.0,660324.0,987543.0,1103082.0,1366373.0,1147586.0,896918.0,673793.0,600136.0,953493.0,1261861.0,1480959.0,1442532.0,1516354.0,1470712.0,1372090.0,,,
398676,United States,USA,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,553310.0,388666.0,,,139641.0,185061.0,,432279.0,438849.0,314975.0,362908.0,,,259096.0,268623.0,234904.0,386200.0,460956.0,581278.0,474297.0,320259.0,249321.0,239583.0,340525.0,575966.0,636727.0,706575.0,743524.0,672446.0,634666.0,,,
398677,United States,USA,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,810085.0,642688.0,,,273745.0,244093.0,,450413.0,543977.0,363665.0,455551.0,,,339499.0,311872.0,425420.0,601343.0,642126.0,785095.0,673289.0,576659.0,424472.0,360553.0,612968.0,685895.0,844232.0,735957.0,772830.0,798266.0,737424.0,,,
398678,United States,USA,Children with fever receiving antimalarial drugs (% of children under age 5 with fever),SH.MLR.TRET.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398679,United States,USA,Claims on central government (annual growth as % of broad money),FM.AST.CGOV.ZG.M3,,2.43655724790721,0.165168440645602,0.24316852489031401,0.78556950220302,0.42592653203722497,0.0783436150958102,2.31400931895654,1.17433203451155,-1.26201529066169,1.09686984233585,1.06829753347066,0.275778267272395,-0.14901555088429802,0.109780120108841,3.66004899577191,2.22254913498882,0.46635586445932004,-0.32033061114723305,0.355739278719339,1.4589973266576899,1.44596379375542,2.07080119984975,2.61514400401815,0.611440407566594,0.28738925878036997,1.14251529770327,0.712987359881205,-0.46794406423422796,-0.7186926805223,0.7923817628415121,2.7215120877216603,2.81944099710269,1.0060667422966898,0.284898771558807,-0.0175043893233806,0.0590815689395816,0.8506135515914309,-0.106712800492327,-0.4327270502194989,0.47296534927719897,0.16411526731208897,1.5501995090632201,-0.279601448037562,0.158731348859559,0.0988512319211917,0.332973950709499,0.7478939440953342,-3.70211962496803,4.57370029645187,0.453475643331033,8.12578567657811,0.827196491307835,3.21272975431467,1.5767462456028603,-0.7053007398561599,2.13618881423323,,
398680,United States,USA,"Claims on central government, etc. (% GDP)",FS.AST.CGOV.GD.ZS,23.7975335910179,24.5126930587609,23.3625846967443,22.3958659567805,21.592592592592602,20.206131504639,18.6557055214724,18.8132760821632,18.072148541114103,15.976566330032401,16.233534470258903,15.5010832612586,14.507867369384698,13.1097358228524,12.497021935983698,14.470582732309301,15.561782223673301,14.655713389240699,13.188399585669199,12.411331755151599,13.2258284265006,13.979076636366198,16.846442935123,18.5632371733115,19.2679820020972,20.7004845477087,22.927940341883897,23.3505406432609,21.901089911356802,21.8156587853035,22.5094065829608,25.3132023861836,27.2994246019336,27.8068675006011,26.995610059442395,26.9930037082173,24.8497784190787,24.3014619826997,23.0965584528749,20.9599193592464,20.0932076420893,19.6922913583883,21.152197991262398,20.5953726339824,19.4582135619089,18.743229883989603,18.5699976462797,18.840344360711,17.8502875175469,30.0852886940971,32.1185252420046,41.1358514248291,42.0575037157864,43.408974086254794,44.926828147968294,36.3033013164327,38.5305905432273,,
398681,United States,USA,Claims on other sectors of the domestic economy (% of GDP),FS.AST.DOMO.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.916195812206,170.653072439367,186.00354658111,193.47772516849201,197.60275135207698,207.77005426329399,217.069281906135,198.92755046964402,204.318159142379,199.31172682286498,189.89008113211102,191.460338633664,204.053312156113,206.171646788856,199.651305035336,203.36068734237202,,
398682,United States,USA,Claims on other sectors of the domestic economy (annual growth as % of broad money),FM.AST.DOMO.ZG.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.951081526971639,7.476011967305929,8.66791969975225,11.4924287267494,11.0301127839118,11.0295175295843,10.1047391786819,-4.45706752005353,-1.6877186785748797,-0.902903144241371,2.7429249577725296,6.66393092102095,5.28309492847845,4.35745027517101,3.9172226999780397,,
398683,United States,USA,Claims on private sector (annual growth as % of broad money),FM.AST.PRVT.ZG.M3,,5.48677503302793,7.62607904853912,8.69659069925905,8.01556864573718,9.03806500180015,5.664846014620121,5.41700316322753,7.31509184525466,6.81139651618536,4.248885706954391,8.30647987486431,12.2810088034023,12.745451944135699,8.11114263224559,2.3759707692521403,7.9997982481211904,11.5653050763683,11.7802007768273,9.53159771235291,4.79457284202982,5.15651725997489,1.81887049494701,6.52618124946404,10.7330571567795,7.6328576245124395,6.468641410446381,4.61033845819525,6.57332256599751,4.1702354751616,-0.541003145254679,-2.8477611279628903,-1.08513555205538,1.55247547387059,4.5742003561696505,5.998876130798499,5.02983242572995,5.18940313782597,5.300038299105861,4.614204390584081,7.147139695640349,4.08233196572804,2.52718503917339,5.0158961047575,7.50077978810392,7.885870460064889,7.3108976888048804,6.78343768794849,4.62689053578493,-4.41143441290613,1.16060228948903,-1.2878918791598999,2.64766824859754,5.455577520929269,5.155389691718111,3.96389511743914,3.1799846794401603,,
398684,United States,USA,CO2 emissions (kg per 2010 US$ of GDP),EN.ATM.CO2E.KD.GD,0.9391258435637629,0.914775304073855,0.894119945624759,0.894287910965189,0.8823236931854449,0.863615476634681,0.8517889255780141,0.862237349388946,0.8529433252074861,0.8690562909034001,0.9056883559619521,0.882437817394732,0.878372951905143,0.868835458265086,0.8419149794748001,0.808331569429603,0.803012316782479,0.7891330912410691,0.770976116068747,0.748916590587246,0.723400811456393,0.677129505376235,0.655460511553525,0.631550741525715,0.606887493976898,0.5844680817071031,0.565005577107862,0.56953529047553,0.5703577432821839,0.557144445593316,0.532125214358409,0.532237549359558,0.5234191960783401,0.5217934351782411,0.508093584489457,0.49838893586869204,0.49131244989648,0.480653148760394,0.462943904873188,0.45071217851207396,0.44786115177217206,0.435906779473553,0.431740893528876,0.422514022135989,0.4128671322641911,0.401838532919998,0.385152033664847,0.38451534774077506,0.37398757828324297,0.360641478092008,0.360558540311615,0.34791329070387395,0.329390238788636,0.326470177296098,0.324790221237199,,,,
398685,United States,USA,CO2 emissions (kg per 2011 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.521361050901453,0.521471113519558,0.512831143433835,0.511238269447564,0.49781554795350896,0.4883072110677029,0.48137387270370496,0.470930194613981,0.453579184448383,0.441594889139883,0.438801534761712,0.42708898302332104,0.42300736723920296,0.413967142803065,0.40451539628593103,0.39370989038448295,0.37736093612938104,0.376737129488553,0.366422322371877,0.353346195487854,0.35326493542503706,0.34087548187818395,0.322727125905099,0.31986613325268,0.31822016040136103,,,,
398686,United States,USA,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.806644590121495,0.780825015148097,0.7507736859868309,0.7310482046218499,0.697020775905062,0.669739005174803,0.648392810005579,0.6236517394695831,0.594224974497116,0.569804743358193,0.553603037459531,0.526820471606383,0.5138967832789829,0.4930818037525179,0.4689294496880139,0.44217568711915906,0.4111815776801889,0.39986023691024103,0.381430153665618,0.36504617061173,0.360558540311615,0.34087548187818395,0.31688985169221995,0.309088800736326,0.302089816003504,,,,
398687,United States,USA,CO2 emissions (kt),EN.ATM.CO2E.KT,2890696.1,2880505.5069999998,2987207.873,3119230.874,3255995.3060000003,3390922.5710000005,3561878.111,3695708.943,3831354.94,4024748.853,4328904.501,4356770.034,4564952.958000001,4770194.948,4598487.673,4406329.539,4613100.6680000005,4742292.745,4890861.25,4901796.244,4723209.677,4535800.308,4306748.487,4341878.347,4475192.132,4492555.377,4495463.308,4688373.177,4892526.068,4955081.421,4823403.118,4820847.219,4909533.614,5028674.444,5094354.081,5132919.92,5252112.088,5368715.353999999,5401010.623,5504669.379,5693684.893999999,5595794.329,5641309.132999999,5675701.926,5756075.232000001,5789727.291,5697285.887999999,5789030.561000001,5614110.994,5263505.4569999995,5395532.125,5289680.5030000005,5119436.3610000005,5159160.972,5254279.285,,,,
398688,United States,USA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,15.999779156588499,15.6812555160569,16.0139374979897,16.4827621458239,16.9681185789701,17.4517252487095,18.1210730107855,18.5983178821611,19.0893891562783,19.857945662309998,21.111252272594303,20.9802034758573,21.7486419846019,22.510582127233896,21.502930377734298,20.4022240696754,21.1576153736785,21.5324840060117,21.9730046948357,21.780436977627698,20.7864877412257,19.7667641742132,18.5904952301609,18.5715437097933,18.976750268207397,18.8823127427246,18.7207227161615,19.3503344229412,20.0104134086438,20.075769778663698,19.322751180780603,19.0561631861681,19.1394372782772,19.3470829142925,19.3608920479162,19.2765452647233,19.4960247370023,19.690363181579798,19.579236201033897,19.727169506164,20.1787505069199,19.636505067718698,19.613404076881398,19.5641045293305,19.6583711815214,19.5918852294317,19.0940665201349,19.217897835532,18.461763868080197,17.1577377931966,17.4416151349557,16.9724170879273,16.3040216236276,16.3158788541005,16.493666131623097,,,,
398689,United States,USA,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,27.6352131951727,28.017192665216303,28.3254529123663,29.1279919857092,29.138552633226105,30.1361867124891,30.743309928658,29.022433113273102,30.0267360469651,31.3659050095981,32.4866521863471,33.000006996121805,34.306459700595795,35.5516465709321,36.053835765225294,36.2824542993408,36.5894398419356,37.607908514915295,37.1858327306269,37.4919520351714,39.081988191332606,39.781518648345205,40.130543468197395,41.1863889684597,40.8996856117193,41.534013492406395,41.5582153154823,42.042501014601605,41.9704915797931,43.3903973408648,44.9705879290779,45.74441518105411,47.0699385995741,47.1590668144836,46.99029744675939,47.765701197276705,47.8763925059945,48.9330200461777,49.3119088159144,48.629733963915605,48.1109906001446,48.460520165419595,48.2428172728669,48.2556802481571,48.20176518161679,48.9420879754905,48.605413395315,49.0548483430827,49.3363112841597,48.6100233013729,48.7971872340823,48.22743078210279,46.952347826087,46.6308196669913,45.99040610794379,,,,
398690,United States,USA,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,21.8127616389699,22.111948630272103,22.6606548582834,23.051954922398,23.3321094965977,23.098301851493396,23.664386981601602,23.865655780891398,24.459428418292102,25.316270013730502,24.488374870711898,25.1981732208177,24.459985508573602,23.151738409832397,22.899493548343397,22.216479959920697,21.574891653762602,20.3209006870368,20.0585567010309,20.7238997794622,21.2156384434847,21.401153183218998,20.9786446718963,19.7662918767171,19.8195503754519,19.1579512721497,18.1839983555261,18.4647067611188,18.5475384573873,18.9540452154762,20.814776858549102,21.7875841379158,21.8145979884109,21.900385902173902,22.0590638210882,22.642310110304603,21.942323482263,21.626884653792,21.1498103361535,21.814064938776397,22.044565468009502,21.0782267476722,21.727263213249604,20.9664435080483,20.303931461888197,20.087239442311102,20.210225634371398,21.5010233213381,22.1007823736661,23.3299265486066,23.632044856002,24.6535723520616,26.6658214447135,26.985193145859498,27.2685652072261,,,,
398691,United States,USA,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,630540.65,636935.8979999999,676920.8659999999,719043.695,759692.39,783245.531,842896.62,882005.175,937127.5190000001,1018916.287,1060078.362,1097826.46,1116586.832,1104383.0559999999,1053030.388,978931.319,995271.4709999999,963676.599,981036.177,1015843.3409999999,1002059.088,970713.572,903497.462,858228.3470000001,886962.959,860681.57,817454.974,865694.359,907443.1540000001,939188.373,1003980.5959999999,1050346.144,1070995.021,1101299.1090000002,1123766.818,1162211.646,1152435.424,1161085.877,1142303.503,1200792.153,1255148.094,1179494.217,1225702.084,1189992.838,1168709.57,1162996.384,1151434.3329999999,1244700.811,1240762.453,1227971.957,1275074.572,1304095.21,1365139.759,1392209.553,1432766.573,,,,
398692,United States,USA,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,44.372700748446,45.07467018704779,44.718696715888,43.612321336621896,42.845848377890704,43.2298453682386,42.980522642595304,43.0362690496106,44.1307593652495,44.303039745471494,47.11932117072129,48.178439224914996,49.749291896208,50.342777458327106,50.05538193599941,50.758020234400796,49.8864868474186,51.551419502256,51.0053608247423,49.41663699230661,46.970686264538706,44.913834641416905,44.82967080218079,44.4091040766325,43.7845584547966,43.6963883862216,45.5313706233013,44.746509861708496,44.5921313382361,43.884721183071,41.3376170977547,40.6836155742525,40.864269271504796,40.7102729317189,40.756584701164606,40.4478624907127,40.639923924639604,40.766852769896396,41.403817990602,41.1911104715959,40.712071113080505,41.5993714232166,40.848375486463496,41.8707980084999,42.18447393635461,42.2543801813065,42.036180280935895,41.064482229808,39.9380920219833,40.8901949391481,40.149587970435796,39.912818568203,40.5836902247216,39.964006379911794,40.236520792404,,,,
398693,United States,USA,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,1282679.93,1298378.357,1335840.429,1360368.9919999999,1395058.812,1465890.584,1530913.8280000002,1590495.244,1690806.029,1783086.084,2039750.415,2099023.8030000003,2271031.772,2401448.627,2301790.568,2236565.639,2301313.858,2444719.227,2494601.4280000003,2422302.856,2218523.999,2037201.85,1930701.169,1928189.274,1959443.115,1963084.446,2046846.06,2097883.366,2181681.65,2174523.6659999997,1993879.9119999998,1961294.95,2006245.0359999998,2047187.091,2076284.736,2076156.3909999998,2134454.357,2188656.284,2236224.608,2267434.445,2318017.043,2327815.267,2304383.137,2376461.6890000002,2428170.056,2446413.381,2394921.367,2377235.426,2242168.815,2152257.642,2166283.917,2111260.582,2077656.1940000001,2061807.42,2114139.1769999997,,,,
398694,United States,USA,CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,27.184828395215302,26.182790382279002,25.6803430101513,26.076271928260397,26.8211008600078,26.677467099875198,26.5812255026365,28.157846160528102,27.1322125746659,25.5282680042108,22.8027217958748,20.7833790801965,20.128606425019697,20.097227108452998,19.492221837897898,17.310567007350198,17.3593538770841,17.896027125904897,17.3151787679633,18.707116588704697,18.664484551451302,18.462380131962398,16.438524210721198,15.023976040262001,15.8014671453098,15.5707686683726,15.090129828942,14.9204725021371,14.793455517388802,13.6969931788289,12.582744224302198,11.8934346243035,10.698559053978599,10.748434493050402,10.644142834961,9.592996897409519,9.289109675741619,9.3874964328996,9.46633228562248,9.17997337432609,10.0483107198049,9.63240882475728,8.86476331548001,8.652339397612911,8.994514575055382,8.369473911266919,8.84951960668802,8.546112637314321,8.61253134287197,7.95899114625957,8.71994838275311,8.90160964713649,8.778335403726711,8.63502489628995,8.65556072879578,,,,
398695,United States,USA,"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,1.90818122034019,1.8919701635916697,1.82961343569407,1.70530622566454,1.5453851257463997,1.4923061803692201,1.3687505287200799,1.21612230715775,1.22159615739886,1.1522694903709199,1.09925951836787,1.8157268154353101,1.67130919220056,1.58079338173367,1.807450556181,1.9722294298238603,1.7821241637491798,1.48619335783478,1.48758424787481,1.79941033681644,1.2935996848700602,1.31190286580295,1.26307749282474,1.4567278469073301,1.41407835180271,1.5466418530457602,1.5015310122101297,1.4051153191893602,1.3884614351841298,1.33894796945257,1.38096180074754,1.3439241157151398,0.978892311508962,0.908307031201093,0.9107341213754749,0.9025896971918991,0.897360883249391,0.878155262445937,0.804065758322285,0.758684603446629,0.7856251683609091,0.848685313836943,0.908984166839781,0.8034799040887091,0.9847392665002289,0.9634759490518691,1.07218217456968,0.981030134403591,0.971765107173572,0.977563883457979,0.95996858080624,0.894824105559692,0.9317763975155279,0.971748932526254,0.943933882126111,,,,
398696,United States,USA,CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,19.5403728915984,19.804057299466,19.960343688037,19.009301375592102,18.3390082996382,18.133708966047102,17.921213659306897,18.005396542737998,17.4566886302523,17.521084896897598,19.022318442554198,19.061400297102,18.3905862394218,17.0482191021418,16.687412838539,17.03157541843,17.264679884918,16.1287016255044,16.1059924740312,14.846802171127301,13.9484170596723,13.1823406006031,13.7575224516249,13.3678942306125,13.308657941091198,12.7138790114431,12.4821605251227,12.2911431754009,12.4781826481566,12.3419354180899,11.354621078824401,11.6474822408529,11.6784850426909,11.821319165520698,11.4599217266325,11.4301089257625,11.7823311879276,11.116011370248302,10.127645900815901,10.429247052420198,10.6143578183262,10.374584756134501,10.525574211729,10.7953684473246,10.3748373712156,10.0268840303949,9.23601218210316,9.652541568030161,10.0890482290143,10.7657030354286,10.1902918431659,10.2301250412582,9.71209937888199,10.6794404262449,11.011917986325901,,,,
398697,United States,USA,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,31.781808955981198,30.8338032974293,30.8506185100028,31.6685907488873,32.249261756153196,32.1892306045227,31.8271900573748,31.4960176776021,29.7684768668287,28.7955362764097,27.005606931960397,25.438893293673395,24.6609697045645,25.3982030128132,26.0359691519825,26.1480987702404,27.6487992089055,27.2106771004496,27.979081537019702,28.885520807461802,30.937143593593603,32.8421147944417,33.399831922899104,34.9638230432899,35.4708635557639,36.2380023034271,35.3636930184905,35.8800060381798,35.980329844611504,36.2905666772494,36.9413100959894,36.630619241368706,36.417217266862004,36.4013236765422,36.165955128080505,35.8508601474539,36.37108801170729,36.5662109937967,36.553827937175704,36.091575918786894,36.3729984633041,36.422983944162,36.5227746507896,36.2407270293285,36.5634492283856,36.678314215266205,36.7582051202834,36.4665990575689,37.0226429833924,34.9960393514987,35.4314841559766,34.5730945179545,31.796390329228302,32.030412618806,31.4091097843117,,,,
398698,United States,USA,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,918715.512,888169.402,921572.105,987816.46,1050034.449,1091511.886,1133645.716,1164001.142,1140536.009,1158948.0159999998,1169046.9340000001,1108314.08,1125761.666,1211543.797,1197260.832,1152171.4,1275466.9409999999,1290409.966,1368418.0569999998,1415909.374,1461226.16,1489652.744,1438446.756,1518086.6619999998,1587389.295,1628012.321,1589761.844,1682188.5790000001,1760347.017,1798227.1269999999,1781828.303,1765906.189,1787915.523,1830504.061,1842421.811,1840195.9419999998,1910250.31,1963135.784,1974276.13,1986721.928,2070963.919,2038155.27,2060362.622,2056915.642,2104619.645,2123574.3680000002,2094220.033,2111062.5640000002,2078492.27,1842018.4409999999,1911717.11,1828806.24,1627795.968,1652500.5469999998,1650322.3490000002,,,,
398699,United States,USA,CO2 emissions from transport (% of total fuel combustion),EN.CO2.TRAN.ZS,23.731404297673397,24.103989489447102,24.2042469537513,24.0814526874783,24.1559530813815,23.560033235156602,23.3852183966387,23.598201876303,24.1630231746618,24.432224905566898,24.5892844059248,25.3394868111444,25.503038442762197,25.722113836739503,25.959079002156898,27.4029442223483,27.004618877604102,26.881169375840603,27.905411779503797,27.154718868180105,27.011292881501998,27.2618577532864,28.4103323766318,28.964780023615102,28.5763339204888,28.6349185249189,29.367963318242804,29.3409838613579,29.3696153742876,29.2317260927639,29.7110849670481,29.370743838074397,29.5745384631287,29.362670559987997,29.9947048027041,30.3086032823594,30.1549969597191,29.6851315843114,30.290047239325,31.002177126928,30.440892915372896,30.6836225321758,31.457861033084303,31.4931320028167,31.443967790709895,31.6982535025525,32.2370511598348,31.7658190669485,30.9905254716399,31.6877186334809,31.3326039591925,31.7460104239428,33.6254409937888,33.0829660779476,33.3979881032647,,,,
398700,United States,USA,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,2.83596497084176,2.7941969652166896,2.77317484315724,2.7531914084094797,2.76491597980569,2.7666501300269597,2.74922420597998,2.7311025196753698,2.69872707518884,2.70825798444611,2.78914501750027,2.7444745118956297,2.73877948892637,2.75743197492741,2.7185909697428703,2.66477556036423,2.61186999059165,2.59879304288661,2.6039292616261203,2.61562722372407,2.61720291386957,2.58472256506017,2.5609991969315002,2.57969689280766,2.5495007906368996,2.53240973228266,2.5380258216897,2.53869000100076,2.54917714417439,2.5443648962045,2.51868127681746,2.49705085193163,2.49295774421175,2.50951312970149,2.49565793466064,2.4828894011485096,2.48532138525844,2.51518927109856,2.50896910583368,2.48979074345092,2.5045415787994,2.50853222076982,2.50064283212374,2.5100735605648596,2.49421747524088,2.49689492222203,2.48050511936155,2.4771186735086803,2.46548636400904,2.43138214763359,2.43566025951741,2.4149185975862597,2.3734323888633098,2.36378669026444,2.37086499202205,,,,
